finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6,race_id
11,6,HOLY UNICORN,V179,C Y Ho,A S Cruz,122,1035,10,9-1/2,10,12,12,11,1.44.08,98,NA,NA,2016-081
12,9,RICHCITY FORTUNE,V088,N Callan,J Moore,123,1142,11,10-1/2,9,9,9,12,1.44.24,37,NA,NA,2016-081
1,2,TEN FLAMES,S447,T H So,L Ho,127,1107,5,-,7,7,6,1,1.41.60,41,NA,NA,2016-082
2,10,THE SYLPH,T055,H W Lai,D E Ferraris,120,1028,12,1/2,12,12,12,2,1.41.71,12,NA,NA,2016-082
3,7,VARA PEARL,S138,C Schofield,A T Millard,121,1033,3,3/4,8,9,9,3,1.41.74,14,NA,NA,2016-082
4,4,FULL GLORY,T092,K C Ng,A S Cruz,120,1065,9,1-1/2,11,10,10,4,1.41.83,38,NA,NA,2016-082
5,9,SUPER FLUKE,T382,K C Leung,D Cruz,118,1102,8,1-3/4,1,2,2,5,1.41.90,3.4,NA,NA,2016-082
6,1,KING OF MONGOLIA,S414,N Callan,C S Shum,133,1130,10,1-3/4,5,5,5,6,1.41.90,14,NA,NA,2016-082
7,3,KINGSFIELD,T403,J Moreira,R Gibson,126,1112,6,3-1/4,3,3,3,7,1.42.14,3,NA,NA,2016-082
8,8,ASHKIYR,P151,S Clipperton,J Moore,120,1082,1,3-3/4,6,6,7,8,1.42.19,32,NA,NA,2016-082
9,5,RED MARVEL,T417,M L Yeung,J Size,123,1064,4,4-1/4,10,11,11,9,1.42.30,17,NA,NA,2016-082
10,11,KA YING KID,P189,H N Wong,T P Yung,112,1073,2,4-1/2,4,4,4,10,1.42.31,16,NA,NA,2016-082
11,12,MR POTENTIAL,V270,D Whyte,C H Yip,117,1069,7,5,9,8,8,11,1.42.42,6.8,NA,NA,2016-082
12,6,OUTLAWED,T100,B Prebble,P F Yiu,122,1233,11,9-1/2,2,1,1,12,1.43.14,51,NA,NA,2016-082
1,1,HAPPY SURVEYS,T248,B Prebble,J Size,133,1175,11,-,10,10,1,NA,1.10.99,12,NA,NA,2016-083
2,2,SUPER LEADER,V016,D Whyte,C H Yip,130,1106,4,3/4,8,9,2,NA,1.11.12,13,NA,NA,2016-083
3,12,VICTORY MARVEL,T426,C Schofield,C Fownes,114,1179,2,1-1/4,4,3,3,NA,1.11.19,2.6,NA,NA,2016-083
4,11,FISH N' CHIPS,T099,M L Yeung,A Lee,112,1091,10,1-1/4,1,2,4,NA,1.11.21,76,NA,NA,2016-083
5,6,REGENCY DARLING,T138,K K Chiong,K L Man,116,1220,7,1-3/4,2,1,5,NA,1.11.29,14,NA,NA,2016-083
6,9,LUCKY PROFIT,S335,J Moreira,C S Shum,117,1139,6,2-1/4,6,5,6,NA,1.11.35,4.2,NA,NA,2016-083
7,5,TRAVEL SUCCESSOR,V121,N Callan,W Y So,124,1107,1,2-1/2,3,4,7,NA,1.11.38,33,NA,NA,2016-083
8,10,TRUMP,P106,K C Ng,T K Ng,111,1176,8,2-3/4,11,11,8,NA,1.11.42,99,NA,NA,2016-083
9,3,SUPER TURBO,V310,Z Purton,D J Hall,130,1033,3,3-1/4,7,7,9,NA,1.11.52,3.9,NA,NA,2016-083
10,4,SKY MAN,S091,K Teetan,P F Yiu,125,1164,9,3-1/4,9,8,10,NA,1.11.53,26,NA,NA,2016-083
11,7,SAN NICASIO,T398,K C Leung,J Moore,119,1115,5,3-3/4,5,6,11,NA,1.11.58,76,NA,NA,2016-083
12,8,STAR OF YAN OI,T389,M Chadwick,T P Yung,118,1253,12,20-1/2,12,12,12,NA,1.14.27,99,NA,NA,2016-083
1,4,DIAMOND BIT,T153,N Rawiller,Y S Tsui,126,1101,9,-,9,9,1,NA,1.09.75,6.3,NA,NA,2016-084
2,6,REGENCY HORSE,V282,N Callan,W Y So,126,1109,4,N,7,5,2,NA,1.09.80,8,NA,NA,2016-084
3,7,ROBUST MOMENTUM,P422,O Doleuze,C Fownes,120,1191,2,1,6,6,3,NA,1.09.93,7.6,NA,NA,2016-084
4,2,ACCLAIMED LIGHT,T369,K C Leung,P O'Sullivan,130,1002,3,1-1/2,5,3,4,NA,1.10.00,5.8,NA,NA,2016-084
5,1,BEAR CHUM,V203,J Moreira,D E Ferraris,133,1206,6,1-3/4,1,1,5,NA,1.10.03,3.2,NA,NA,2016-084
6,8,PEACE COMBINATION,T091,K Teetan,C Fownes,119,1062,7,2,2,2,6,NA,1.10.08,28,NA,NA,2016-084
7,9,SEA WARRIOR,P411,S Clipperton,W Y So,117,1099,8,5-1/4,8,8,7,NA,1.10.58,11,NA,NA,2016-084
8,3,WONDERFUL CHASER,V258,Z Purton,K W Lui,128,1133,5,6-1/4,3,7,8,NA,1.10.73,7.8,NA,NA,2016-084
9,5,GENTRY,V042,D Whyte,C H Yip,126,1050,1,7-1/2,4,4,9,NA,1.10.96,15,NA,NA,2016-084
1,1,JOLLY BANNER,V077,K C Leung,P F Yiu,131,1031,10,-,3,1,2,1,1.21.45,10,NA,NA,2016-093
2,13,MAGNETISM,V114,J Moreira,D E Ferraris,117,1117,3,1-1/4,6,6,4,2,1.21.61,3.1,NA,NA,2016-093
3,5,BEAUTY KINGDOM,T189,K K Chiong,A S Cruz,118,1093,6,2,2,3,3,3,1.21.72,6.2,NA,NA,2016-093
4,11,CARE FREE PRINCE,V069,H W Lai,K L Man,119,1117,2,2-1/2,1,2,1,4,1.21.86,8.5,NA,NA,2016-093
5,12,LANSBURY,T164,C Schofield,D J Hall,118,1150,5,3,9,8,7,5,1.21.92,39,NA,NA,2016-093
6,2,AVELLINO,T388,N Callan,P O'Sullivan,129,1095,13,3-1/4,12,11,12,6,1.21.98,27,NA,NA,2016-093
7,8,RUN FORREST,T176,N Rawiller,C S Shum,123,1080,4,3-3/4,8,9,8,7,1.22.03,9.5,NA,NA,2016-093
8,14,TEAM SWEET,V089,K Teetan,J Moore,117,1103,11,4-1/4,13,13,13,8,1.22.12,11,NA,NA,2016-093
9,4,THE SHOW,T256,D Whyte,C H Yip,127,1083,9,5-3/4,10,12,11,9,1.22.36,28,NA,NA,2016-093
10,3,THUNDER STOMP,V279,Y T Cheng,Y S Tsui,128,1164,1,7,4,4,6,10,1.22.57,99,NA,NA,2016-093
11,6,LOTUS BREEZE,T112,B Prebble,W Y So,125,1075,7,7-1/4,5,5,5,11,1.22.60,18,NA,NA,2016-093
12,9,RAGING BULL,S370,C Y Ho,J Size,119,1126,14,9-3/4,7,7,9,12,1.22.99,69,NA,NA,2016-093
13,10,SUNNY ORIENT,V302,S Clipperton,T P Yung,121,1102,8,14-3/4,11,10,10,13,1.23.80,28,NA,NA,2016-093
14,7,FASHION MAESTRO,S297,Z Purton,K W Lui,123,1097,12,22-1/2,14,14,14,14,1.25.04,8.5,NA,NA,2016-093
1,1,INVISIBLE,T418,J Moreira,C Fownes,133,1139,14,-,8,7,1,NA,1.10.07,10,NA,NA,2016-085
2,3,RUGBY DIAMOND,S432,M Chadwick,W Y So,133,1031,5,SH,1,1,2,NA,1.10.07,24,NA,NA,2016-085
3,7,O'SOCOOLE,S032,H T Mo,D Cruz,120,1057,3,3/4,3,3,3,NA,1.10.20,19,NA,NA,2016-085
4,13,LUCKY PLACE,T004,O Doleuze,C W Chang,125,1067,10,1-3/4,9,9,4,NA,1.10.35,8.4,NA,NA,2016-085
5,2,PRINCE FALCON,T144,S Clipperton,J Moore,133,1050,7,2-1/4,12,11,5,NA,1.10.43,8,NA,NA,2016-085
6,11,GOLDEN GUNNERS,N330,K K Chiong,K W Lui,118,1018,8,2-1/2,4,4,6,NA,1.10.46,4,NA,NA,2016-085
7,14,STARRY STARLIES,T429,C Schofield,P O'Sullivan,123,1172,2,2-1/2,6,5,7,NA,1.10.46,14,NA,NA,2016-085
8,4,FREE NOVEMBER,T123,O Bosson,R Gibson,132,1097,9,3,2,2,8,NA,1.10.53,13,NA,NA,2016-085
9,12,LEAN JOURNEY,S389,Z Purton,C H Yip,125,1113,4,6-1/4,5,6,9,NA,1.11.06,3.6,NA,NA,2016-085
10,9,LUCKY BALL,T130,N Callan,D J Hall,129,1045,6,7,7,8,10,NA,1.11.19,23,NA,NA,2016-085
11,5,LUCKY SEBRING,V091,H N Wong,Y S Tsui,125,1058,13,7-1/4,13,13,11,NA,1.11.22,99,NA,NA,2016-085
12,8,SOCCER BRAVE,T233,N Rawiller,D E Ferraris,130,1029,1,8-1/4,11,10,12,NA,1.11.38,20,NA,NA,2016-085
13,6,MASTER PINNACLE,S351,T H So,A Lee,130,1002,12,9,14,14,13,NA,1.11.52,99,NA,NA,2016-085
14,10,STORM KID,S338,K C Ng,T K Ng,123,1141,11,21,10,12,14,NA,1.13.44,99,NA,NA,2016-085
WV,NA,PEACE ON EARTH,S254,B Prebble,L Ho,133,1088,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-085
1,3,EASY TOUCH,V269,M L Yeung,C S Shum,129,1192,6,-,1,1,1,NA,1.09.77,62,NA,NA,2016-086
2,6,CLEVER SPIRIT,T333,K Teetan,C Fownes,122,1134,10,1-1/4,10,9,2,NA,1.09.95,4.3,NA,NA,2016-086
3,7,SIGHT SEEING,S291,B Prebble,W Y So,122,1099,1,1-1/2,3,2,3,NA,1.10.00,2.7,NA,NA,2016-086
4,4,SPICY KAKA,V323,S Clipperton,J Moore,131,1168,8,1-1/2,8,7,4,NA,1.10.02,8.7,NA,NA,2016-086
5,5,GAME OF FUN,V146,J Moreira,J Size,126,990,2,2-1/2,4,4,5,NA,1.10.16,3.7,NA,NA,2016-086
6,9,SOARING WYVERN,T278,C Y Ho,D J Hall,116,1099,3,3-3/4,2,3,6,NA,1.10.36,10,NA,NA,2016-086
7,1,KINGSTON JUMBO,P283,K C Leung,L Ho,131,1076,4,5,5,5,7,NA,1.10.58,18,NA,NA,2016-086
8,2,FUN MANAGER,V220,D Whyte,C H Yip,132,1062,9,7,9,10,8,NA,1.10.88,37,NA,NA,2016-086
9,10,EVERYONE'S CHOICE,P208,H W Lai,K L Man,115,1151,5,7-1/4,7,8,9,NA,1.10.94,50,NA,NA,2016-086
10,8,FLYING PROSPERITY,V159,N Callan,W Y So,121,1115,7,18-1/4,6,6,10,NA,1.12.70,71,NA,NA,2016-086
1,2,SNOW SLIDER,P438,K K Chiong,P F Yiu,121,1141,3,-,1,1,1,1,1.22.07,7.4,NA,NA,2016-087
2,7,HIT A HOME RUN,N248,O Bosson,D J Hall,123,1088,7,3/4,10,9,8,2,1.22.21,15,NA,NA,2016-087
3,11,REWARDING FLYER,T401,S Clipperton,J Moore,121,1037,2,1-1/4,2,4,3,3,1.22.26,3.6,NA,NA,2016-087
4,4,FANCY MUSIC,V048,K C Leung,P O'Sullivan,123,1076,9,1-3/4,9,10,12,4,1.22.35,26,NA,NA,2016-087
5,1,SUPER MAN,T213,N Callan,W Y So,133,1182,11,1-3/4,4,2,2,5,1.22.36,3.5,NA,NA,2016-087
6,5,GREAT JOY,T338,K Teetan,D J Hall,125,1021,6,2-1/4,13,14,14,6,1.22.41,9.3,NA,NA,2016-087
7,12,TRIUMPHANT LIGHT,T224,D Whyte,D E Ferraris,119,1048,14,2-1/4,11,11,10,7,1.22.43,16,NA,NA,2016-087
8,14,WINGOLD,T202,M L Yeung,A Lee,112,1168,12,2-3/4,12,12,11,8,1.22.53,22,NA,NA,2016-087
9,13,MY BLESSING,V164,T H So,C H Yip,116,1048,10,4-1/4,8,8,7,9,1.22.75,99,NA,NA,2016-087
10,8,AUDACITY,V238,K C Ng,L Ho,117,1066,1,4-1/4,7,6,6,10,1.22.77,99,NA,NA,2016-087
11,3,HAPPY GAINS,V252,C Schofield,K L Man,127,1118,4,4-1/2,6,7,9,11,1.22.79,44,NA,NA,2016-087
12,10,PENNY LANE,P021,C Y Ho,A T Millard,119,1178,8,4-3/4,5,3,4,12,1.22.84,24,NA,NA,2016-087
13,6,WORKS OF ART,V212,J Moreira,J Size,125,1118,5,5,3,5,5,13,1.22.88,8.8,NA,NA,2016-087
14,9,HARMONY PARTNERS,V160,H T Mo,D Cruz,111,1100,13,15,14,13,13,14,1.24.47,63,NA,NA,2016-087
1,5,MASTER GOLD,T325,K C Leung,L Ho,122,1105,11,-,7,5,4,1,1.38.67,13,NA,NA,2016-088
2,2,ELECTRONIC PHOENIX,S343,K Teetan,T P Yung,132,1165,9,HD,10,10,7,2,1.38.70,7.7,NA,NA,2016-088
3,1,GO GO WIN,S073,B Prebble,P F Yiu,133,1193,3,1,4,6,5,3,1.38.85,8.8,NA,NA,2016-088
4,8,IMPERIAL CONCORDE,P425,K K Chiong,K W Lui,113,1136,12,1-1/2,12,12,10,4,1.38.89,13,NA,NA,2016-088
5,7,GERONIMO MEADOW,N226,C Y Ho,D J Hall,118,1063,1,3-3/4,6,7,9,5,1.39.25,12,NA,NA,2016-088
6,3,DIAMOND FRIENDS,S376,Z Purton,J Size,129,1051,4,4-1/4,8,9,11,6,1.39.35,5.2,NA,NA,2016-088
7,11,DRAGON HARMONY,T283,J Moreira,J Moore,116,1166,10,4-1/4,5,4,2,7,1.39.36,2.8,NA,NA,2016-088
8,12,FAITHFUL BOY,T089,H N Wong,Y S Tsui,107,1071,8,4-3/4,1,1,1,8,1.39.43,51,NA,NA,2016-088
9,9,SIR JOHN,P344,C Schofield,W Y So,120,1142,6,6-3/4,2,2,3,9,1.39.75,35,NA,NA,2016-088
10,6,PRECISIONCRAFTSMAN,V036,M L Yeung,T P Yung,119,1067,5,9-3/4,9,8,8,10,1.40.24,73,NA,NA,2016-088
11,4,DASHING SUPER,N348,N Rawiller,Y S Tsui,126,1177,2,10,3,3,6,11,1.40.28,10,NA,NA,2016-088
12,10,CHEERFUL FRAME,S300,T H So,C H Yip,114,1156,7,18-3/4,11,11,12,12,1.41.68,27,NA,NA,2016-088
1,10,VANILLA,P439,M L Yeung,C Fownes,116,1098,10,-,12,9,7,1,1.39.22,10,NA,NA,2016-089
2,13,IMPERIAL GALLANTRY,T028,K C Leung,P O'Sullivan,115,1131,5,1/2,7,8,8,2,1.39.30,26,NA,NA,2016-089
3,1,NORTHERN FALLS,T354,Z Purton,T P Yung,133,1105,8,1/2,9,6,3,3,1.39.32,14,NA,NA,2016-089
4,12,GOAL FOR GOLD,S439,J Moreira,C S Shum,116,1093,9,1/2,5,3,2,4,1.39.33,2.4,NA,NA,2016-089
5,14,SURE PEACE,S326,K Teetan,J Moore,115,1140,4,1-3/4,11,13,11,5,1.39.52,7.9,NA,NA,2016-089
6,5,SHARP SAILOR,V188,H T Mo,C S Shum,117,1001,2,2-1/4,6,7,9,6,1.39.59,19,NA,NA,2016-089
7,4,HAPPY CONTENDER,T363,O Doleuze,R Gibson,127,1125,1,2-1/2,8,10,10,7,1.39.62,4.4,NA,NA,2016-089
8,8,NOBLE ALPHA,M339,M Chadwick,C W Chang,124,1089,7,3-1/4,4,5,5,8,1.39.72,27,NA,NA,2016-089
9,11,BISHOP'S LEAP,V190,K C Ng,A S Cruz,112,1025,6,5,3,4,6,9,1.40.03,53,NA,NA,2016-089
10,3,SKYROCKETS,T096,S Clipperton,P F Yiu,128,1175,3,6-1/2,10,11,12,10,1.40.26,22,NA,NA,2016-089
11,6,BIG BANG BONG,V186,C Y Ho,J Size,124,1066,14,7-1/4,2,2,4,11,1.40.37,26,NA,NA,2016-089
12,7,SEE ME NOW,V171,H W Lai,K W Lui,125,958,11,7-1/2,13,12,13,12,1.40.41,96,NA,NA,2016-089
13,2,DASHING KING,T297,N Callan,Y S Tsui,130,1109,13,10-1/2,1,1,1,13,1.40.90,30,NA,NA,2016-089
UR,9,SILVERFIELD,S106,T H So,T K Ng,120,1042,12,-,NA,NA,NA,NA,---,99,NA,NA,2016-089
1,5,BEAUTY MASTER,V135,Z Purton,A S Cruz,123,1123,7,-,4,4,1,NA,0.56.94,2.6,NA,NA,2016-090
2,10,THOR THE GREATEST,P396,J Moreira,T P Yung,117,1170,4,1-1/4,5,5,2,NA,0.57.11,7.2,NA,NA,2016-090
3,2,DRAGON MASTER,V099,K Teetan,C W Chang,131,1096,11,1-1/4,6,6,3,NA,0.57.13,4.1,NA,NA,2016-090
4,8,RED KYLIN,T052,C Schofield,P F Yiu,120,1114,3,1-1/2,8,7,4,NA,0.57.18,19,NA,NA,2016-090
5,11,ROYALE ELEGANCE,S098,M Chadwick,W Y So,114,1067,1,1-3/4,10,9,5,NA,0.57.21,21,NA,NA,2016-090
6,3,TIMELY ARRIVED,S431,H N Wong,Y S Tsui,121,1161,2,2-3/4,1,1,6,NA,0.57.39,33,NA,NA,2016-090
7,1,GO BABY GO,N033,N Rawiller,C H Yip,133,1097,10,3-1/4,9,11,7,NA,0.57.46,8.7,NA,NA,2016-090
8,6,GRACE HEART,S399,O Bosson,C Fownes,123,998,9,4,11,10,8,NA,0.57.56,20,NA,NA,2016-090
9,7,OCEAN ROAR,N317,M L Yeung,A Lee,120,1183,5,6-3/4,2,2,9,NA,0.58.02,59,NA,NA,2016-090
10,9,RAICHU,V414,D Whyte,D E Ferraris,118,993,6,7-1/4,7,8,10,NA,0.58.09,70,NA,NA,2016-090
11,4,GALLANT ROCK,S240,K K Chiong,A T Millard,120,1194,8,8-3/4,3,3,11,NA,0.58.34,8.1,NA,NA,2016-090
1,8,LUCKY GIRL,T355,K K Chiong,C H Yip,111,1220,7,-,1,1,1,1,1.33.49,6.8,NA,NA,2016-091
2,12,ULTIMATE GLORY,S235,H W Lai,K L Man,116,1207,2,1-1/2,4,3,3,2,1.33.73,20,NA,NA,2016-091
3,11,CALIFORNIA DISEGNO,V170,M Chadwick,A S Cruz,116,1083,4,2-1/4,2,2,2,3,1.33.87,7.4,NA,NA,2016-091
4,2,PACKING LLAREGYB,S109,N Rawiller,P F Yiu,133,1146,1,2-3/4,7,6,5,4,1.33.92,11,NA,NA,2016-091
5,6,STAR MAJESTIC,S093,D Whyte,P O'Sullivan,123,1112,14,3,14,13,12,5,1.33.97,11,NA,NA,2016-091
6,1,HARBOUR MASTER,S145,J Moreira,J Moore,133,1162,5,3-1/2,10,9,7,6,1.34.04,23,NA,NA,2016-091
7,13,MIGHTY MAVERICK,V150,K C Leung,D Cruz,115,1130,3,4,3,4,4,7,1.34.12,10,NA,NA,2016-091
8,10,UP AND COMING,S266,C Y Ho,K W Lui,115,1126,9,4-1/2,8,8,8,8,1.34.21,16,NA,NA,2016-091
9,5,TOP ACT,P435,K Teetan,A T Millard,128,1120,13,5-1/2,5,5,6,9,1.34.37,33,NA,NA,2016-091
10,14,SIMPLY INVINCIBLE,V094,C Schofield,D J Hall,115,1070,8,5-3/4,13,12,13,10,1.34.41,6.8,NA,NA,2016-091
11,4,RENAISSANCE ART,T197,Z Purton,C Fownes,130,1090,10,6-1/4,9,10,11,11,1.34.50,9.8,NA,NA,2016-091
12,9,SUPREME PROFIT,P230,H T Mo,C S Shum,108,1280,12,7-1/2,12,14,14,12,1.34.68,19,NA,NA,2016-091
13,3,SERGEANT TITANIUM,S332,B Prebble,J Size,132,1129,11,9-3/4,11,11,9,13,1.35.04,6.3,NA,NA,2016-091
14,7,UNIVERSAL UNION,S263,H N Wong,T P Yung,116,1206,6,13-1/2,6,7,10,14,1.35.63,49,NA,NA,2016-091
1,10,LANG TAI SING,S280,K Teetan,K L Man,121,1078,3,-,5,5,1,NA,1.08.97,10,NA,NA,2016-092
2,8,FAIRY TWINS,V222,N Callan,W Y So,123,1188,1,3/4,4,2,2,NA,1.09.10,1.8,NA,NA,2016-092
3,14,HARBOUR NOVA,T432,C Schofield,P O'Sullivan,116,1186,5,1-3/4,7,6,3,NA,1.09.26,17,NA,NA,2016-092
4,7,FLYING FORCE,V014,J Moreira,C H Yip,124,1069,12,1-3/4,6,7,4,NA,1.09.27,8.3,NA,NA,2016-092
5,5,CHARITY GLORY,T302,N Rawiller,C S Shum,129,1162,11,2-1/2,12,11,5,NA,1.09.36,13,NA,NA,2016-092
6,12,PAKISTAN BABY,S442,M Chadwick,A S Cruz,119,1033,9,2-1/2,14,14,6,NA,1.09.37,38,NA,NA,2016-092
7,2,GREEN CARD,V126,D Whyte,J Moore,132,1158,6,4-1/4,3,4,7,NA,1.09.64,5.5,NA,NA,2016-092
8,1,DIAMOND DRAGON,V002,B Prebble,K W Lui,133,1117,8,4-1/4,11,8,8,NA,1.09.65,53,NA,NA,2016-092
9,13,RIGHT CALL,V024,K K Chiong,J Size,111,1129,14,4-1/2,2,3,9,NA,1.09.70,31,NA,NA,2016-092
10,6,SHAMAL,V290,Y T Cheng,Y S Tsui,128,1213,2,4-3/4,1,1,10,NA,1.09.73,99,NA,NA,2016-092
11,11,GOLDEN DEER,P121,K C Leung,T P Yung,117,1127,13,5,13,12,11,NA,1.09.75,99,NA,NA,2016-092
12,9,FIVE UP HIGH,S276,C Y Ho,A T Millard,120,1104,4,6-1/4,8,10,12,NA,1.09.98,44,NA,NA,2016-092
13,4,FABULOUS NOVEMBER,N342,O Bosson,R Gibson,130,1164,7,7-1/4,9,13,13,NA,1.10.12,64,NA,NA,2016-092
14,3,CAPE THE FAITH,V349,O Doleuze,C Fownes,130,1068,10,9-1/2,10,9,14,NA,1.10.49,99,NA,NA,2016-092
1,1,WINASWEWISH,T385,J Moreira,C Fownes,133,1168,2,-,9,8,8,1,1.41.34,2.3,NA,NA,2016-094
2,6,SAFARI MAGIC,N166,B Prebble,Y S Tsui,129,1127,1,HD,7,6,6,2,1.41.36,7.2,NA,NA,2016-094
3,5,SPICY DOUBLE,T393,Z Purton,K L Man,130,1123,7,2-1/4,10,11,11,3,1.41.69,7.2,NA,NA,2016-094
4,12,HIGH SPEED METRO,P293,K C Leung,L Ho,115,1154,10,2-1/2,12,12,12,4,1.41.74,61,NA,NA,2016-094
5,10,PRECIOUS GEM,S097,C Y Ho,T K Ng,118,1097,6,4-1/2,4,5,5,5,1.42.05,9.3,NA,NA,2016-094
6,4,SILVER GATSBY,T161,D Whyte,A S Cruz,130,1108,11,6-1/4,3,3,2,6,1.42.34,27,NA,NA,2016-094
7,3,COMMANDANT,P286,O Doleuze,C W Chang,132,1104,4,6-1/4,5,4,4,7,1.42.35,38,NA,NA,2016-094
8,9,GLORY SUNSHINE,S313,H N Wong,W Y So,114,1107,3,7-3/4,1,1,1,8,1.42.56,6.6,NA,NA,2016-094
9,7,MI SAVVY BOY,S381,C Schofield,A T Millard,128,1095,5,8-1/4,8,9,9,9,1.42.66,14,NA,NA,2016-094
10,11,RACINGFORPLEASURE,T231,K K Chiong,K W Lui,112,975,9,9,6,7,7,10,1.42.80,75,NA,NA,2016-094
11,2,AMBITIOUS SPEEDY,T063,H W Lai,A Lee,132,1155,8,17-1/2,11,10,10,11,1.44.13,13,NA,NA,2016-094
12,8,HAPPY CENTURY,T042,N Callan,D Cruz,124,1091,12,22-3/4,2,2,3,12,1.44.99,53,NA,NA,2016-094
1,5,FORZA AVANTI,V090,J Moreira,Y S Tsui,131,1092,7,-,5,5,1,NA,1.11.25,2.9,NA,NA,2016-095
2,6,IDYLLIC WIND,N139,D Whyte,T K Ng,131,1185,3,1-1/4,8,10,2,NA,1.11.45,7.5,NA,NA,2016-095
3,4,TREASURE AND GOLD,V027,M Chadwick,C H Yip,132,1120,9,2,10,11,3,NA,1.11.57,71,NA,NA,2016-095
4,7,REAL SUPREME,L247,O Doleuze,C W Chang,131,1155,6,2-1/2,4,4,4,NA,1.11.67,15,NA,NA,2016-095
5,8,ORIENTAL FANTASIA,P269,Y T Cheng,Y S Tsui,122,1114,4,3-1/2,1,1,5,NA,1.11.79,8.9,NA,NA,2016-095
6,12,PROPEL REPEL,T034,H W Lai,C W Chang,113,1134,5,4-3/4,11,9,6,NA,1.12.02,25,NA,NA,2016-095
7,1,FOREVER FUN,S130,H N Wong,K L Man,126,1017,1,5,6,6,7,NA,1.12.04,7.2,NA,NA,2016-095
8,10,ALL TIMES LUCKY,P064,K C Leung,L Ho,115,1025,10,6,9,8,8,NA,1.12.22,21,NA,NA,2016-095
9,11,NOBLE BUDDIES,T356,M L Yeung,A Lee,113,1153,2,7,3,3,9,NA,1.12.35,20,NA,NA,2016-095
10,9,KING OF SMARTS,S176,K K Chiong,D Cruz,109,1061,11,7-3/4,12,12,10,NA,1.12.50,29,NA,NA,2016-095
11,3,RUGBY DIAMOND,S432,N Rawiller,W Y So,132,1027,12,12-3/4,2,2,11,NA,1.13.29,10,NA,NA,2016-095
12,2,SHOWING CHARACTER,T289,B Prebble,D E Ferraris,133,1096,8,14-1/4,7,7,12,NA,1.13.54,6.8,NA,NA,2016-095
1,2,SO CAFFE,S258,J Moreira,C Fownes,133,1117,3,-,6,6,7,1,1.40.89,2.8,NA,NA,2016-096
2,5,LITTLE ISLAND,T390,Z Purton,K L Man,124,1021,7,1-1/4,3,3,2,2,1.41.11,5.6,NA,NA,2016-096
3,7,PEARL WARM WARM,T183,M L Yeung,P O'Sullivan,116,1113,2,1-1/2,5,5,4,3,1.41.12,14,NA,NA,2016-096
4,6,BEAUTY LOVE,V025,K K Chiong,A S Cruz,113,1073,5,1-3/4,1,1,1,4,1.41.17,7.8,NA,NA,2016-096
5,4,CHATER LEGEND,T151,D Whyte,D E Ferraris,125,1051,10,2,8,9,8,5,1.41.20,4.9,NA,NA,2016-096
6,9,MISSION POSSIBLE,V043,C Schofield,C S Shum,117,989,1,2-1/2,4,4,5,6,1.41.29,9.2,NA,NA,2016-096
7,8,LUCKY HAMMER,P417,H N Wong,Y S Tsui,110,1093,4,6-1/2,2,2,3,7,1.41.93,10,NA,NA,2016-096
8,1,JOYFUL PARK,S382,O Bosson,T P Yung,133,1214,9,7,10,10,9,8,1.42.01,61,NA,NA,2016-096
9,10,COLOSSUS,T170,S Clipperton,J Moore,117,1194,6,7,7,7,6,9,1.42.01,19,NA,NA,2016-096
10,3,BALAY BALAY,V247,K Teetan,A T Millard,125,1144,8,10,9,8,10,10,1.42.47,75,NA,NA,2016-096
1,12,FORMULA GALORE,V011,J Moreira,C Fownes,115,1074,12,-,11,10,1,NA,1.10.69,4.9,NA,NA,2016-097
2,2,COUR VALANT,P190,N Callan,D Cruz,129,1030,8,1-1/2,7,7,2,NA,1.10.93,12,NA,NA,2016-097
3,9,NATURAL TEAM,P257,H W Lai,K L Man,120,1012,10,1-3/4,4,4,3,NA,1.10.95,83,NA,NA,2016-097
4,3,GRACYDAD,V200,O Bosson,D J Hall,128,1098,7,1-3/4,9,9,4,NA,1.10.98,36,NA,NA,2016-097
5,8,HASTA LA VISTA,T350,D Whyte,J Size,121,1005,1,2-1/4,5,6,5,NA,1.11.04,25,NA,NA,2016-097
6,5,HOT HOT PEPPER,V026,Z Purton,P O'Sullivan,126,1140,2,2-1/4,3,3,6,NA,1.11.06,2.6,NA,NA,2016-097
7,4,MASSIVE MILLENNIUM,T381,N Rawiller,D E Ferraris,128,1175,5,3-1/4,6,8,7,NA,1.11.21,4.1,NA,NA,2016-097
8,1,SUPREME FLIGHT,M199,K K Chiong,A T Millard,126,1073,4,3-1/2,1,1,8,NA,1.11.25,9.6,NA,NA,2016-097
9,10,PROMPT EXPRESS,T168,K C Leung,P F Yiu,115,1169,11,3-3/4,2,2,9,NA,1.11.27,22,NA,NA,2016-097
10,6,LETSGOFREE,T292,C Y Ho,K W Lui,120,1017,6,3-3/4,12,12,10,NA,1.11.28,99,NA,NA,2016-097
11,11,MASSIVE POWER,T339,C Schofield,L Ho,115,1112,3,5-1/4,10,11,11,NA,1.11.53,15,NA,NA,2016-097
12,7,GOLDEN GLORY,T076,K Teetan,A Lee,121,1062,9,5-1/2,8,5,12,NA,1.11.55,66,NA,NA,2016-097
