finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6,race_id
9,5,THE JAZZ,A004,H W Lai,P F Yiu,123,1078,10,4-3/4,14,13,9,NA,1.10.07,90,NA,NA,2016-184
10,6,INVINCIBLE FRESH,T190,Z Purton,P O'Sullivan,122,1030,7,5,4,5,10,NA,1.10.10,5.7,NA,NA,2016-184
11,13,EXCEL ONESELF,P287,K Teetan,Y S Tsui,115,1141,14,5-1/4,6,6,11,NA,1.10.13,99,NA,NA,2016-184
12,1,SMART DECLARATION,S436,B Prebble,D E Ferraris,133,1186,9,6,7,7,12,NA,1.10.25,58,NA,NA,2016-184
13,12,RAPHAEL,V415,C Y Ho,C Fownes,116,1157,3,8-1/4,8,10,13,NA,1.10.62,60,NA,NA,2016-184
14,3,ASSOCIATION FANS,V207,O Doleuze,C W Chang,126,1156,6,8-3/4,13,14,14,NA,1.10.71,99,NA,NA,2016-184
1,3,PEACE ON EARTH,S254,B Prebble,L Ho,133,1064,1,-,6,4,1,NA,1.10.67,8.7,NA,NA,2016-186
2,10,KING WINSA,T274,M Chadwick,W Y So,122,1095,3,1-1/4,7,8,2,NA,1.10.84,61,NA,NA,2016-186
3,6,OPTIMISM,S150,J Moreira,D E Ferraris,128,1068,12,3-1/2,12,12,3,NA,1.11.19,6.8,NA,NA,2016-186
4,5,KING'S STEED,S051,D Whyte,T K Ng,131,1180,2,3-1/2,2,1,4,NA,1.11.21,3.5,NA,NA,2016-186
5,2,MY BLESSING,V164,O Murphy,C H Yip,133,1053,4,4,8,9,5,NA,1.11.30,34,NA,NA,2016-186
6,9,HAPPY CENTURY,T042,S Clipperton,D Cruz,122,1084,8,4,10,10,6,NA,1.11.31,14,NA,NA,2016-186
7,8,EVERYDAY LETTUCE,T290,S de Sousa,T K Ng,123,1093,6,4-1/4,9,6,7,NA,1.11.33,30,NA,NA,2016-186
8,4,MANHATTAN STRIKER,V141,O Doleuze,C Fownes,132,1115,5,4-1/4,4,5,8,NA,1.11.34,3.6,NA,NA,2016-186
9,7,CHANS DELIGHT,P420,N Callan,D Cruz,126,1075,10,4-1/2,5,7,9,NA,1.11.37,45,NA,NA,2016-186
10,1,FOREVER FUN,S130,K K Chiong,K L Man,128,1025,7,4-3/4,1,2,10,NA,1.11.42,11,NA,NA,2016-186
11,12,INTELLECTUAL GLIDE,S124,K Teetan,A Lee,113,1013,11,5,11,11,11,NA,1.11.47,16,NA,NA,2016-186
12,11,ALL TIMES LUCKY,P064,C Schofield,L Ho,115,1061,9,6-1/4,3,3,12,NA,1.11.66,13,NA,NA,2016-186
1,4,D B PIN,V344,Z Purton,J Size,129,1146,6,-,7,8,1,NA,0.57.48,1.6,NA,NA,2016-187
2,2,WONDERFUL FIGHTER,S422,J Moreira,P F Yiu,131,1144,1,N,6,3,2,NA,0.57.52,3.5,NA,NA,2016-187
3,9,POWERMAX,A009,N Callan,R Gibson,125,1110,11,2,12,5,3,NA,0.57.81,59,NA,NA,2016-187
4,1,TOP BONUS,T132,S de Sousa,D Cruz,133,1208,3,3,1,1,4,NA,0.57.97,31,NA,NA,2016-187
5,8,ISAAC,V387,S Clipperton,J Moore,125,1155,10,3-1/4,4,6,5,NA,0.57.99,22,NA,NA,2016-187
6,11,MASSIVE MOVE,T073,K K Chiong,L Ho,116,1085,9,3-1/4,3,2,6,NA,0.57.99,26,NA,NA,2016-187
7,5,THE FULL BLOOM,V243,C Schofield,C H Yip,128,1058,2,4,10,10,7,NA,0.58.11,25,NA,NA,2016-187
8,3,YOUNG EMPIRE,V116,B Prebble,W Y So,131,1033,5,5,2,4,8,NA,0.58.28,22,NA,NA,2016-187
9,12,BORN DRAGON,V009,M Chadwick,C Fownes,115,988,8,5-1/2,8,11,9,NA,0.58.37,37,NA,NA,2016-187
10,10,LUCKY SEVEN,V201,O Bosson,P O'Sullivan,123,1133,12,6-3/4,9,9,10,NA,0.58.57,23,NA,NA,2016-187
11,6,VERY RICH MAN,V286,D Whyte,T K Ng,127,1048,4,7-1/2,5,7,11,NA,0.58.69,47,NA,NA,2016-187
12,7,DAZZLE,V228,K Teetan,A T Millard,125,1084,7,8-3/4,11,12,12,NA,0.58.89,56,NA,NA,2016-187
1,1,WAYFOONG VINNIE,V055,N Rawiller,J Size,133,1117,2,-,8,7,1,NA,1.11.02,4.5,NA,NA,2016-188
2,2,COUR VALANT,P190,J Moreira,D Cruz,132,1035,8,N,6,4,2,NA,1.11.07,4.6,NA,NA,2016-188
3,4,KIROV,S277,B Prebble,D J Hall,129,1226,3,1,5,6,3,NA,1.11.18,6.6,NA,NA,2016-188
4,10,RAY OF GOLD,N443,N Callan,Y S Tsui,121,1121,10,1-1/4,9,8,4,NA,1.11.22,30,NA,NA,2016-188
5,12,HAY GO LUCKY,T023,M Chadwick,K W Lui,116,1112,6,1-3/4,3,3,5,NA,1.11.30,13,NA,NA,2016-188
6,11,WORLD CITY,S019,K Teetan,T P Yung,119,1279,9,2-1/4,2,1,6,NA,1.11.37,31,NA,NA,2016-188
7,6,FANTASTIC FABIO,V364,K K Chiong,C H Yip,122,1126,7,3,1,2,7,NA,1.11.50,55,NA,NA,2016-188
8,3,SALSA BROTHERS,V022,O Murphy,C S Shum,131,1092,11,3-1/4,11,12,8,NA,1.11.52,40,NA,NA,2016-188
9,5,ELECTRONIC EMPIRE,V262,Z Purton,K L Man,127,1107,4,3-1/4,4,5,9,NA,1.11.55,18,NA,NA,2016-188
10,7,MASSIVE MILLENNIUM,T381,S de Sousa,D E Ferraris,130,1189,5,3-3/4,10,10,10,NA,1.11.61,7.4,NA,NA,2016-188
11,9,FINE ROCK,S317,C Y Ho,C Fownes,122,1057,1,4,7,9,11,NA,1.11.67,4.2,NA,NA,2016-188
12,8,HAPPY BEAUTY,V375,S Clipperton,L Ho,125,1139,12,7,12,11,12,NA,1.12.15,90,NA,NA,2016-188
WV,NA,QUANTUM DASH,V097,O Bosson,P O'Sullivan,127,1081,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-188
1,9,WIN IT,P032,N Rawiller,W Y So,125,1014,10,-,9,9,5,1,1.40.79,36,NA,NA,2016-189
2,8,GIANT TURTLE,T391,K Teetan,A T Millard,126,1024,11,1,5,3,2,2,1.40.94,5.6,NA,NA,2016-189
3,4,HAPPY AND HEALTHY,T056,N Callan,D J Hall,130,1101,3,1-3/4,6,6,7,3,1.41.06,4.8,NA,NA,2016-189
4,11,MUTUAL JOY,T282,S de Sousa,L Ho,119,1042,9,2-3/4,4,5,6,4,1.41.22,9.1,NA,NA,2016-189
5,1,RAPID TRIUMPH,S438,O Bosson,T P Yung,133,1048,4,2-3/4,8,8,10,5,1.41.24,18,NA,NA,2016-189
6,5,NEWSWIRE FREE,S407,J Moreira,P F Yiu,129,1113,7,3,7,7,9,6,1.41.26,3.7,NA,NA,2016-189
7,7,OSCAR MIRACLE,P431,S Clipperton,P F Yiu,128,1112,8,3-1/4,10,10,8,7,1.41.32,44,NA,NA,2016-189
8,3,GREAT TOPLIGHT,T031,O Doleuze,C Fownes,130,1082,5,3-3/4,3,4,4,8,1.41.39,12,NA,NA,2016-189
9,6,VICTORY MASTER,M148,Z Purton,A Lee,129,1133,6,4-1/4,2,2,3,9,1.41.46,6,NA,NA,2016-189
10,10,WEALTHY FORTUNE,P324,K K Chiong,K L Man,115,1030,1,5-3/4,11,11,11,10,1.41.70,23,NA,NA,2016-189
11,2,BOSSIEE,S405,O Murphy,D Cruz,130,1160,2,10,1,1,1,11,1.42.40,16,NA,NA,2016-189
1,6,KING BOUNTIFUL,T105,J Moreira,J Size,122,1121,9,-,7,7,7,1,1.40.64,4.1,NA,NA,2016-190
2,3,SPARKLING SWORD,P256,K K Chiong,K W Lui,121,1164,3,N,1,1,1,2,1.40.70,7,NA,NA,2016-190
3,8,WINASWEWISH,T385,O Doleuze,C Fownes,120,1172,4,2,5,5,6,3,1.40.96,8.6,NA,NA,2016-190
4,5,GRACEFUL KINGDOM,P145,C Schofield,P F Yiu,124,1195,1,2,3,3,3,4,1.40.98,6.5,NA,NA,2016-190
5,11,CASH COURIER,S417,S de Sousa,K L Man,115,1214,6,2-1/4,8,8,8,5,1.40.99,22,NA,NA,2016-190
6,10,PRECISIONCRAFTSMAN,V036,C Y Ho,T P Yung,114,1062,2,3,4,4,4,6,1.41.11,32,NA,NA,2016-190
7,7,PEARL FURU,T431,K Teetan,P O'Sullivan,121,1173,7,4-1/4,9,9,9,7,1.41.30,9.4,NA,NA,2016-190
8,1,LANSBURY,T164,Z Purton,D J Hall,133,1148,8,4-1/2,2,2,2,8,1.41.35,3.5,NA,NA,2016-190
9,4,UNBEATABLE GUTS,S231,N Rawiller,L Ho,125,1093,5,10-3/4,6,6,5,9,1.42.35,10,NA,NA,2016-190
WV,2,BEST TANGO,S121,S Clipperton,W Y So,128,1074,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-190
WV,9,PRINCE FALCON,T144,S de Sousa,J Moore,117,1045,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-190
1,4,LITTLE ISLAND,T390,Z Purton,K L Man,124,1029,10,-,11,8,2,1,1.41.16,10,NA,NA,2016-191
2,3,CHATER LEGEND,T151,D Whyte,D E Ferraris,124,1050,11,N,10,11,5,2,1.41.22,7.1,NA,NA,2016-191
3,9,FLARING SPEED,V194,C Y Ho,J Size,114,1066,3,1,4,5,4,3,1.41.31,13,NA,NA,2016-191
4,10,ROYAL PARTNER,N394,J Moreira,C Fownes,116,1074,9,1-1/4,9,10,10,4,1.41.35,4.9,NA,NA,2016-191
5,12,GO GO WIN,S073,K Teetan,P F Yiu,115,1199,2,2-1/2,3,4,9,5,1.41.55,5,NA,NA,2016-191
6,8,PEARL WARM WARM,T183,S Clipperton,P O'Sullivan,120,1109,1,3-1/4,5,6,7,6,1.41.68,5.7,NA,NA,2016-191
7,5,WAH MAY BABY,S247,N Callan,A S Cruz,124,1149,5,3-1/2,2,3,1,7,1.41.72,12,NA,NA,2016-191
8,1,INDUSTRIALIST WAY,S023,O Murphy,C H Yip,126,1207,7,4-1/4,7,7,8,8,1.41.84,18,NA,NA,2016-191
9,2,THE SUPREME,V370,N Rawiller,L Ho,128,1157,8,7-1/4,6,1,3,9,1.42.32,7.8,NA,NA,2016-191
10,6,GREAT CHARM,P111,K K Chiong,R Gibson,117,1198,4,7-1/2,1,2,6,10,1.42.35,21,NA,NA,2016-191
11,7,CHIU CHOW KID,T412,C Schofield,T P Yung,121,1147,6,10-1/2,8,9,11,11,1.42.84,62,NA,NA,2016-191
WV,NA,MASTER CERAMIBO,V113,O Doleuze,C S Shum,133,1158,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-191
WV,11,A BEAUTIFUL,T421,S de Sousa,W Y So,115,1074,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-191
1,8,WINNIE'S HONEY,V132,J Moreira,C Fownes,116,1018,10,-,12,12,11,8,1.48.75,1.9,1,NA,2016-192
2,6,DYNAMISM,T188,K Teetan,D E Ferraris,121,1168,7,3-1/4,11,10,10,11,1.49.26,12,2,NA,2016-192
3,7,MAGICAL BEAUTY,T342,S de Sousa,A S Cruz,117,1137,8,4,8,5,2,1,1.49.38,22,3,NA,2016-192
4,5,STAR MAJESTIC,S093,N Callan,P O'Sullivan,122,1108,6,4,5,7,7,7,1.49.39,8.1,4,NA,2016-192
5,4,DIVINE BOY,T163,O Bosson,Y S Tsui,124,1074,4,4,10,8,8,9,1.49.41,43,5,NA,2016-192
6,11,ISHVARA,S015,S Clipperton,T P Yung,118,1069,11,5-3/4,4,2,3,3,1.49.67,32,6,NA,2016-192
7,2,AMBITIOUS CHAMPION,S083,D Whyte,R Gibson,127,1099,5,6,9,11,12,12,1.49.72,28,7,NA,2016-192
8,10,TRAVEL FIRST,T098,K K Chiong,C H Yip,110,1196,3,6-1/4,2,3,4,4,1.49.76,31,8,NA,2016-192
9,1,BASIC TRILOGY,V133,Z Purton,J Moore,133,1195,9,8-1/4,3,4,5,5,1.50.08,10,9,NA,2016-192
10,12,UP AND COMING,S266,C Y Ho,K W Lui,114,1125,1,8-1/2,7,6,6,6,1.50.11,9.4,10,NA,2016-192
11,3,TOP ACT,P435,N Rawiller,A T Millard,125,1118,12,8-3/4,1,1,1,2,1.50.17,29,11,NA,2016-192
12,9,GREEN DISPATCH,V184,C Schofield,C S Shum,115,1173,2,9,6,9,9,10,1.50.19,11,12,NA,2016-192
1,2,MOLLY'S JADE STAR,T216,K K Chiong,P F Yiu,124,1177,1,-,3,1,1,NA,1.09.76,2.7,NA,NA,2016-193
2,9,WHO'STHEDUDE,T312,J Moreira,C S Shum,118,1125,8,2-1/2,9,7,2,NA,1.10.17,4.3,NA,NA,2016-193
3,8,BALAY BALAY,V247,K Teetan,A T Millard,118,1145,2,2-3/4,6,4,3,NA,1.10.21,21,NA,NA,2016-193
4,10,TRUMP,P106,S Clipperton,T K Ng,118,1169,6,4-1/4,5,5,4,NA,1.10.44,18,NA,NA,2016-193
5,1,BULLISH SMART,S221,N Callan,A S Cruz,133,1127,11,4-1/4,4,6,5,NA,1.10.45,20,NA,NA,2016-193
6,6,NUMERO UNO,S044,O Murphy,T P Yung,121,1184,3,4-1/2,11,10,6,NA,1.10.46,20,NA,NA,2016-193
7,5,BOTH LUCKY,T196,C Y Ho,C Fownes,121,1138,9,5-3/4,10,11,7,NA,1.10.68,11,NA,NA,2016-193
8,7,RAINBOW FIGHTER,N193,O Doleuze,D Cruz,120,1086,5,5-3/4,8,8,8,NA,1.10.68,20,NA,NA,2016-193
9,12,SWEET HOME,T347,S de Sousa,D J Hall,115,1084,10,6-1/2,7,9,9,NA,1.10.81,22,NA,NA,2016-193
10,3,HAPPY BAO BEI,S172,O Bosson,Y S Tsui,127,1157,4,8,2,2,10,NA,1.11.06,13,NA,NA,2016-193
11,4,LAMAROSA,V093,Z Purton,P O'Sullivan,127,1214,7,11-1/4,1,3,11,NA,1.11.55,6.1,NA,NA,2016-193
WV,11,RAGING BULL,S370,S de Sousa,J Size,114,1132,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-193
1,11,WORLD RECORD,V040,C Schofield,A T Millard,118,1054,2,-,5,5,6,1,1.21.79,8,NA,NA,2016-194
2,14,SUPER SWEET ORANGE,V058,K K Chiong,D E Ferraris,108,1236,1,2-1/2,1,1,1,2,1.22.20,10,NA,NA,2016-194
3,2,AMAZING FEELING,V031,J Moreira,R Gibson,130,1109,5,3-1/4,7,7,7,3,1.22.34,2.4,NA,NA,2016-194
4,1,HIGH VOLATILITY,V081,G Mosse,K W Lui,133,1154,13,4-1/2,6,10,8,4,1.22.49,12,NA,NA,2016-194
5,5,GAME OF FUN,V146,Z Purton,J Size,124,987,8,4-1/2,3,2,2,5,1.22.49,9.1,NA,NA,2016-194
6,6,FOREVER POSH,V072,M Chadwick,A S Cruz,122,1009,7,4-3/4,12,12,12,6,1.22.55,16,NA,NA,2016-194
7,7,BORN TO RACE,T383,S de Sousa,C Fownes,121,1106,4,5-1/4,9,8,10,7,1.22.61,15,NA,NA,2016-194
8,13,GENTLEMEN,V060,C Y Ho,P F Yiu,114,1117,14,7,13,14,14,8,1.22.90,99,NA,NA,2016-194
9,4,NOBLE DE LOVE,V324,D Whyte,K L Man,125,1193,12,7,4,4,4,9,1.22.91,12,NA,NA,2016-194
10,3,GO-GETTER,S303,S Clipperton,A Lee,129,1082,6,9,10,9,11,10,1.23.23,58,NA,NA,2016-194
11,10,RED PEONY,T014,O Murphy,Y S Tsui,118,1111,11,9-1/4,14,11,13,11,1.23.26,32,NA,NA,2016-194
12,12,RED HORSE,V334,T H So,C H Yip,113,1168,10,9-1/2,8,6,5,12,1.23.30,99,NA,NA,2016-194
13,9,BRAVE KNIGHT,T226,B Prebble,L Ho,120,1149,9,11-1/2,11,13,9,13,1.23.62,40,NA,NA,2016-194
14,8,VICTORY DUKE,T136,K Teetan,T P Yung,121,1110,3,12-1/2,2,3,3,14,1.23.77,8.9,NA,NA,2016-194
1,4,LINE SEEKER,S269,Z Purton,P O'Sullivan,127,1104,13,-,13,8,1,NA,1.09.40,15,NA,NA,2016-203
2,2,KEY WITNESS,S212,S de Sousa,A S Cruz,133,1206,11,SH,9,4,2,NA,1.09.43,15,NA,NA,2016-203
3,3,NEW ASIA SUNRISE,T268,G Mosse,Y S Tsui,129,1004,4,1/2,4,5,3,NA,1.09.49,11,NA,NA,2016-203
4,12,MR STUNNING,V153,J Moreira,J Size,119,1117,1,1/2,10,9,4,NA,1.09.50,1.8,NA,NA,2016-203
5,7,MALMSTEEN,V059,K K Chiong,K L Man,117,1153,6,3/4,2,2,5,NA,1.09.56,8.1,NA,NA,2016-203
6,10,MARVEL TRIBE,S142,C Y Ho,K W Lui,118,1120,7,3,5,3,6,NA,1.09.87,91,NA,NA,2016-203
7,1,BAD BOY,V251,T Berry,J Moore,133,1226,14,3-1/4,1,1,7,NA,1.09.93,9,NA,NA,2016-203
8,8,MYTHICAL EMPEROR,T419,C Schofield,T P Yung,122,1184,8,3-1/4,8,7,8,NA,1.09.94,22,NA,NA,2016-203
9,6,DUKEDOM,V372,D Whyte,C H Yip,123,1087,12,4-1/4,14,13,9,NA,1.10.10,16,NA,NA,2016-203
10,9,SECRET COMMAND,S275,K Teetan,A T Millard,122,1105,3,5-1/4,6,10,10,NA,1.10.23,25,NA,NA,2016-203
11,11,LITTERATEUR,V183,O Murphy,R Gibson,119,1092,10,7-3/4,12,12,11,NA,1.10.65,99,NA,NA,2016-203
12,5,LUCKY EVER,T293,N Rawiller,C S Shum,126,1187,9,12-1/4,11,14,12,NA,1.11.38,32,NA,NA,2016-203
13,13,YOU READ MY MIND,P041,O Doleuze,D Cruz,120,1203,5,12-1/2,3,6,13,NA,1.11.41,99,NA,NA,2016-203
14,14,HAPPY YEAH YEAH,M085,T H So,A Lee,116,1172,2,14-1/2,7,11,14,NA,1.11.71,99,NA,NA,2016-203
1,6,JUMBO LUCK,V068,B Prebble,K W Lui,125,1205,5,-,5,6,1,NA,1.09.75,6,NA,NA,2016-195
2,8,FOREVER ACCURATE,S301,Z Purton,C H Yip,121,1142,8,1/2,2,2,2,NA,1.09.85,20,NA,NA,2016-195
3,7,MONEY BOY,A008,J Moreira,J Size,125,1057,12,1-1/4,3,3,3,NA,1.09.97,3,NA,NA,2016-195
4,1,BOLSHOI BALLET,V226,S Clipperton,D J Hall,132,1072,3,2-1/4,4,4,4,NA,1.10.12,39,NA,NA,2016-195
5,14,IMPERIAL SEAL,T223,M Chadwick,C Fownes,115,1120,2,2-1/4,6,7,5,NA,1.10.12,52,NA,NA,2016-195
6,2,SEA JADE,V307,T Berry,J Moore,132,1200,7,2-1/2,7,5,6,NA,1.10.13,7.3,NA,NA,2016-195
7,9,LONDON CITY,T080,S de Sousa,K L Man,119,1142,4,3-1/4,1,1,7,NA,1.10.26,17,NA,NA,2016-195
8,3,REGENCY BO BO,A050,N Callan,A S Cruz,131,1101,13,3-3/4,10,8,8,NA,1.10.34,3,NA,NA,2016-195
9,11,AGIAAL,N177,O Murphy,A Lee,118,1086,14,4-1/2,13,11,9,NA,1.10.46,99,NA,NA,2016-195
10,12,AUDACITY,V238,T H So,L Ho,115,1062,1,4-1/2,9,10,10,NA,1.10.48,99,NA,NA,2016-195
11,13,WINNING BOY,N186,C Schofield,R Gibson,116,972,11,5-1/4,14,13,11,NA,1.10.60,25,NA,NA,2016-195
12,4,CATCHMEIFYOUCAN,A026,D Whyte,W Y So,125,1134,6,5-3/4,8,9,12,NA,1.10.66,71,NA,NA,2016-195
13,5,FOXBAT,V418,K Teetan,P F Yiu,125,1108,10,6-1/4,11,12,13,NA,1.10.73,31,NA,NA,2016-195
14,10,EMPIRE OF MONGOLIA,V317,C Y Ho,C S Shum,116,1038,9,10-1/4,12,14,14,NA,1.11.40,99,NA,NA,2016-195
1,2,WILLIE WAY,T281,Z Purton,P O'Sullivan,133,1137,10,-,12,13,12,12,1.47.29,7.4,1,NA,2016-196
2,4,XINJIANG YARN,V035,C Schofield,P F Yiu,131,1218,5,HD,2,6,6,5,1.47.32,5,2,NA,2016-196
3,1,ASHKIYR,P151,J Moreira,J Moore,133,1077,6,2-3/4,11,11,11,7,1.47.72,5,3,NA,2016-196
4,6,EXPECTATOR,N284,S Clipperton,L Ho,126,1066,2,2-3/4,6,8,10,9,1.47.75,99,4,NA,2016-196
5,14,POLYMER LUCK,T326,S de Sousa,K W Lui,117,1065,1,3-1/4,5,4,3,2,1.47.81,3.6,5,NA,2016-196
6,9,TRAVEL AMBASSADOR,T113,B Prebble,W Y So,121,1147,9,5,4,3,4,3,1.48.08,14,6,NA,2016-196
7,12,GORGEOUS AGAIN,V326,C Y Ho,C S Shum,115,1051,14,7,10,1,2,4,1.48.43,99,7,NA,2016-196
8,7,GOOD FIT,S131,O Doleuze,C W Chang,124,1125,12,7-3/4,14,14,14,13,1.48.53,28,8,NA,2016-196
9,3,SUPER FORM,T232,K Teetan,A T Millard,131,1111,13,7-3/4,8,10,9,10,1.48.55,16,9,NA,2016-196
10,11,LIGHTNING AND GOLD,P354,T H So,C H Yip,118,1098,8,8-1/2,13,12,13,11,1.48.64,99,10,NA,2016-196
11,5,AUTUMN GOLD,P044,N Callan,D E Ferraris,128,1032,3,9-3/4,9,9,7,6,1.48.83,10,11,NA,2016-196
12,10,EXCELLENCE,T314,O Murphy,A Lee,120,1033,7,11-1/2,7,5,5,8,1.49.12,26,12,NA,2016-196
13,8,COOL AND NEAT,V087,T Berry,D J Hall,122,1193,4,16-1/2,1,2,1,1,1.49.95,12,13,NA,2016-196
14,13,HOLY UNICORN,V179,M Chadwick,A S Cruz,117,1034,11,21-1/2,3,7,8,14,1.50.72,99,14,NA,2016-196
1,10,REDWOOD BABY,P358,N Rawiller,C S Shum,122,1030,5,-,9,9,10,9,2.03.02,18,1,NA,2016-197
2,11,ALLCASH,T195,S de Sousa,A T Millard,116,1180,3,N,6,6,6,6,2.03.07,10,2,NA,2016-197
3,8,HAPPY CONTENDER,T363,O Doleuze,R Gibson,122,1145,4,1/2,5,5,4,4,2.03.13,16,3,NA,2016-197
4,2,GENERAL SHERMAN,V125,D Whyte,A S Cruz,128,1050,7,1-3/4,8,8,9,8,2.03.30,9.4,4,NA,2016-197
5,6,SHARP SAILOR,V188,N Callan,C S Shum,124,1015,2,1-3/4,7,7,7,7,2.03.32,10,5,NA,2016-197
6,3,JOLLY GENE,T146,M Chadwick,A S Cruz,128,1099,8,2-3/4,4,1,1,1,2.03.47,72,6,NA,2016-197
7,9,HO HO FEEL,T029,Z Purton,C H Yip,122,1163,14,3-1/4,14,14,14,14,2.03.53,32,7,NA,2016-197
8,14,EASY HEDGE,T409,J Moreira,J Size,115,1097,1,3-1/4,3,4,5,5,2.03.54,2.5,8,NA,2016-197
9,7,FULL GLORY,T092,G Mosse,A S Cruz,122,1062,12,3-1/2,13,13,12,10,2.03.58,9.2,9,NA,2016-197
10,5,LOTUS STRIKES BACK,T145,T Berry,J Moore,124,1045,9,3-3/4,12,12,13,13,2.03.62,11,10,NA,2016-197
11,13,HOLMES LEGEND,N375,C Schofield,W Y So,115,1067,13,4-1/2,2,3,2,2,2.03.75,32,11,NA,2016-197
12,12,ABLE DEED,V136,K Teetan,J Moore,115,1187,6,5-1/4,1,2,3,3,2.03.84,8.8,12,NA,2016-197
13,1,PACKING GENIUS,V174,S Clipperton,L Ho,133,985,10,6-1/2,11,11,11,12,2.04.07,92,13,NA,2016-197
14,4,PREMIUM CHAMPION,T187,C Y Ho,C Fownes,123,1103,11,7-3/4,10,10,8,11,2.04.26,60,14,NA,2016-197
1,14,VOLITATION,V223,J Moreira,J Size,117,1152,4,-,1,4,2,1,1.21.74,2.8,NA,NA,2016-198
2,4,WINNER'S WAY,A025,M Chadwick,A S Cruz,129,1100,9,1-1/4,12,11,11,2,1.21.95,5.9,NA,NA,2016-198
3,3,GREEN CARD,V126,H Bowman,J Moore,130,1173,1,1-1/4,8,8,7,3,1.21.96,9.7,NA,NA,2016-198
4,10,SHAMAL,V290,C Y Ho,Y S Tsui,118,1197,8,3,2,2,1,4,1.22.21,99,NA,NA,2016-198
5,8,DESMIOS,T142,G Mosse,K L Man,122,1077,3,3,9,9,8,5,1.22.21,17,NA,NA,2016-198
6,9,AEROSPEED,T351,S de Sousa,P O'Sullivan,121,1113,13,3-1/2,4,1,3,6,1.22.28,5.9,NA,NA,2016-198
7,2,DRAGON MASTER,V099,Z Purton,C W Chang,132,1082,2,4-1/2,5,6,5,7,1.22.48,5.3,NA,NA,2016-198
8,6,LANG TAI SING,S280,S Clipperton,K L Man,127,1078,12,4-1/2,3,3,4,8,1.22.48,52,NA,NA,2016-198
9,1,CONVINCIBLE,T399,D Whyte,K W Lui,133,1138,6,6-1/4,7,7,9,9,1.22.76,99,NA,NA,2016-198
10,11,THE SHOW,T256,T H So,C H Yip,118,1089,5,6-1/2,6,5,6,10,1.22.77,56,NA,NA,2016-198
11,13,SMART BOY,V076,B Prebble,W Y So,119,1176,10,7-1/2,11,10,10,11,1.22.95,9.1,NA,NA,2016-198
12,5,GOLDEN SLEEP,T117,K Teetan,A T Millard,127,1151,14,7-3/4,13,13,12,12,1.22.99,75,NA,NA,2016-198
13,7,CAPE THE FAITH,V349,O Doleuze,C Fownes,123,1060,11,17,14,14,13,13,1.24.47,99,NA,NA,2016-198
14,12,DRAGON DANCE,V409,C Schofield,D J Hall,119,1083,7,49-1/2,10,12,14,14,1.29.67,99,NA,NA,2016-198
1,5,SECRET WEAPON,S217,N Rawiller,C H Yip,123,1161,4,-,7,7,7,9,2.00.92,7,1,NA,2016-199
2,6,FLAME HERO,P294,C Schofield,L Ho,123,1153,6,1-1/2,8,8,8,8,2.01.17,80,2,NA,2016-199
3,3,MILITARY ATTACK,N175,J Moreira,C Fownes,123,1021,2,1-3/4,4,5,5,6,2.01.19,3.8,3,NA,2016-199
4,4,HELENE HAPPY STAR,T104,H Bowman,J Moore,123,1137,3,2-1/4,1,1,1,1,2.01.28,17,4,NA,2016-199
5,2,BLAZING SPEED,P192,N Callan,A S Cruz,128,1180,5,2-3/4,5,4,4,2,2.01.34,4.8,5,NA,2016-199
6,9,EASTERN EXPRESS,T192,B Prebble,J Size,123,1165,9,2-3/4,6,6,6,4,2.01.35,10,6,NA,2016-199
7,8,ANTICIPATION,T198,S de Sousa,A S Cruz,123,1149,1,3-3/4,2,3,3,5,2.01.54,8.6,7,NA,2016-199
8,7,HELENE SUPER STAR,S152,M Chadwick,A S Cruz,123,1219,8,4-1/2,3,2,2,3,2.01.65,98,8,NA,2016-199
9,1,DESIGNS ON ROME,P270,K Teetan,J Moore,128,1098,7,5,9,9,9,7,2.01.74,3.2,9,NA,2016-199
1,3,BEAUTY ONLY,S411,Z Purton,A S Cruz,123,1137,8,-,8,9,8,1,1.33.79,3.3,NA,NA,2016-200
2,10,ROMANTIC TOUCH,S393,M Chadwick,A S Cruz,123,1155,2,SH,4,4,4,2,1.33.81,97,NA,NA,2016-200
3,8,SUN JEWELLERY,T301,J Moreira,J Size,123,1134,5,N,6,6,5,3,1.33.83,3.2,NA,NA,2016-200
4,1,CONTENTMENT,S391,B Prebble,J Size,128,1154,3,1-1/4,2,2,2,4,1.34.00,13,NA,NA,2016-200
5,9,JOYFUL TRINITY,V110,G Mosse,J Moore,123,1150,9,1-1/2,10,10,10,5,1.34.04,10,NA,NA,2016-200
6,5,BEAUTY FLAME,S117,S de Sousa,A S Cruz,123,1198,4,2,1,1,1,6,1.34.11,14,NA,NA,2016-200
