finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6,race_id
9,12,FAITHFUL BOY,T089,K K Chiong,Y S Tsui,108,1083,4,8-3/4,8,8,9,NA,1.10.92,25,NA,NA,2016-030
10,11,EVERYONE'S CHOICE,P208,T H So,K L Man,113,1145,2,9,9,10,10,NA,1.10.94,53,NA,NA,2016-030
11,3,JUMBO HAPPINESS,V315,B Prebble,C Fownes,131,1094,12,9,12,11,11,NA,1.10.95,99,NA,NA,2016-030
12,9,ROCK THE TREE,P272,H W Lai,D E Ferraris,119,1051,11,10,11,12,12,NA,1.11.11,81,NA,NA,2016-030
WV,NA,MANFUL STAR,V010,H W Lai,P F Yiu,118,-,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-030
1,12,GOOD FIT,S131,O Doleuze,C W Chang,119,1118,2,-,6,7,6,1,1.40.08,12,NA,NA,2016-031
2,2,ELECTRONIC PHOENIX,S343,K Teetan,T P Yung,131,1175,9,SH,11,9,7,2,1.40.08,6.1,NA,NA,2016-031
3,13,DRAGON HARMONY,T283,C Schofield,J Moore,117,1172,13,2,2,3,3,3,1.40.39,5.2,NA,NA,2016-031
4,6,MASTER GOLD,T325,Y T Cheng,L Ho,125,1116,10,2-1/4,9,11,11,4,1.40.44,99,NA,NA,2016-031
5,8,TRUE COMMENT,S328,N Callan,P F Yiu,124,1035,4,3-3/4,5,8,9,5,1.40.69,26,NA,NA,2016-031
6,10,CHEERFUL FRAME,S300,K K Chiong,C H Yip,114,1153,7,4-1/2,10,1,1,6,1.40.80,26,NA,NA,2016-031
7,7,SPINNING DANCER,S078,Z Purton,K L Man,125,1045,12,5-1/4,7,5,5,7,1.40.90,5.5,NA,NA,2016-031
8,5,HEARTS KEEPER,N360,K C Leung,D E Ferraris,125,1224,3,7-3/4,4,4,4,8,1.41.31,38,NA,NA,2016-031
9,4,DASHING SUPER,N348,B Prebble,Y S Tsui,129,1178,5,8,1,2,2,9,1.41.34,4.9,NA,NA,2016-031
10,9,GREAT TREASURE,T380,S Clipperton,T K Ng,122,981,8,8-1/2,8,10,10,10,1.41.44,20,NA,NA,2016-031
11,11,RISING POWER,N294,T H So,C W Chang,119,1090,11,11-1/2,12,12,12,11,1.41.91,83,NA,NA,2016-031
12,1,SALSA BROTHERS,V022,N Rawiller,C S Shum,133,1097,6,26-1/2,3,6,8,12,1.44.30,19,NA,NA,2016-031
UR,3,DIAMOND FRIENDS,S376,O Bosson,J Size,130,1050,1,-,NA,NA,NA,NA,---,5.7,NA,NA,2016-031
1,14,HAPPY SOUND,V107,H W Lai,A Lee,114,1122,9,-,1,1,1,NA,0.57.24,11,NA,NA,2016-032
2,12,TEN SPEED,T239,B Prebble,W Y So,120,1020,11,1,8,7,2,NA,0.57.40,22,NA,NA,2016-032
3,11,ART OF SUCCESS,P231,M L Yeung,C W Chang,118,1133,4,1-3/4,12,10,3,NA,0.57.52,8.9,NA,NA,2016-032
4,10,PEACE COMBINATION,T091,C Y Ho,C Fownes,119,1061,13,1-3/4,3,4,4,NA,0.57.54,20,NA,NA,2016-032
5,6,CHEER WIN,V347,K C Ng,P F Yiu,121,1145,10,2,4,2,5,NA,0.57.55,22,NA,NA,2016-032
6,8,EMPIRE OF MONGOLIA,V317,O Doleuze,C S Shum,125,1043,5,3-1/2,14,14,6,NA,0.57.82,87,NA,NA,2016-032
7,9,MASSIVE MOVE,T073,K C Leung,L Ho,119,1100,2,3-3/4,5,3,7,NA,0.57.83,17,NA,NA,2016-032
8,7,LONDON MASTER,T345,S Clipperton,K L Man,126,1074,8,4,9,9,8,NA,0.57.86,15,NA,NA,2016-032
9,4,WILD BOY,S028,N Rawiller,T P Yung,131,1176,1,4-1/4,11,13,9,NA,0.57.90,38,NA,NA,2016-032
10,2,BEAR CHUM,V203,K Teetan,D E Ferraris,132,1210,7,4-1/2,7,8,10,NA,0.57.97,3.1,NA,NA,2016-032
11,13,GLORY HORSIE,M273,K K Chiong,D Cruz,111,1240,3,4-3/4,6,6,11,NA,0.58.00,24,NA,NA,2016-032
12,5,WONDERFUL CHASER,V258,Z Purton,K W Lui,127,1139,14,4-3/4,13,11,12,NA,0.58.01,4.2,NA,NA,2016-032
13,1,YOUNG DREAMER,T378,C Schofield,A T Millard,133,1156,12,6-1/4,2,5,13,NA,0.58.25,35,NA,NA,2016-032
14,3,GRACYDAD,V200,T H So,D J Hall,130,1096,6,6-3/4,10,12,14,NA,0.58.31,11,NA,NA,2016-032
1,5,IMPERIAL GALLANTRY,T028,N Rawiller,P O'Sullivan,129,1127,14,-,11,12,12,1,1.22.25,16,NA,NA,2016-033
2,2,TEAM SWEET,V089,Z Purton,J Moore,132,1084,4,HD,5,6,5,2,1.22.28,3.1,NA,NA,2016-033
3,1,MR POTENTIAL,V270,D Whyte,C H Yip,133,1056,10,N,1,1,1,3,1.22.32,13,NA,NA,2016-033
4,6,FOREVER POSH,V072,M L Yeung,A S Cruz,125,1007,3,1,4,2,2,4,1.22.42,7.7,NA,NA,2016-033
5,13,VICTORY MASTER,M148,K C Leung,A Lee,117,1133,5,1-3/4,2,4,3,5,1.22.54,53,NA,NA,2016-033
6,4,HOUSE OF LUCK,S127,C Y Ho,K W Lui,127,1106,2,2-1/2,10,8,6,6,1.22.67,4.2,NA,NA,2016-033
7,12,COOL AND NEAT,V087,B Prebble,D J Hall,119,1197,6,3-1/4,7,9,9,7,1.22.76,8.4,NA,NA,2016-033
8,9,TRAVEL AMBASSADOR,T113,Y T Cheng,W Y So,123,1150,9,3-1/4,12,11,11,8,1.22.77,99,NA,NA,2016-033
9,10,WORLD RECORD,V040,K Teetan,A T Millard,121,1037,12,4,9,10,10,9,1.22.90,17,NA,NA,2016-033
10,8,GORGEOUS AGAIN,V326,S Clipperton,C S Shum,125,1061,1,5-1/4,13,13,13,10,1.23.08,86,NA,NA,2016-033
11,11,TRIUMPHANT LIGHT,T224,C Schofield,D E Ferraris,120,1045,13,5-3/4,6,5,4,11,1.23.16,12,NA,NA,2016-033
12,14,SMART SALUTE,V117,H N Wong,Y S Tsui,110,1113,7,7-1/2,8,7,8,12,1.23.45,18,NA,NA,2016-033
13,7,GLORIOUS SUN,T310,O Doleuze,C W Chang,127,1104,11,16,14,14,14,13,1.24.82,99,NA,NA,2016-033
14,3,AMRITSARIA,V122,N Callan,P F Yiu,130,1109,8,25-1/4,3,3,7,14,1.26.31,29,NA,NA,2016-033
1,2,GREEN CARD,V126,D Whyte,J Moore,128,1144,6,-,9,9,1,NA,1.09.81,2,NA,NA,2016-034
2,4,IRON BOY,V071,K K Chiong,K W Lui,115,1172,1,HD,4,6,2,NA,1.09.83,5.7,NA,NA,2016-034
3,5,LANG TAI SING,S280,K Teetan,K L Man,121,1074,10,1/2,10,5,3,NA,1.09.90,9.1,NA,NA,2016-034
4,10,TEAM FORTUNE,T306,C Schofield,W Y So,117,1146,4,2,6,8,4,NA,1.10.13,4.8,NA,NA,2016-034
5,8,RAGING BULL,S370,T H So,J Size,118,1121,8,3-1/2,3,2,5,NA,1.10.35,39,NA,NA,2016-034
6,7,PAKISTAN BABY,S442,M Chadwick,A S Cruz,120,1035,11,4,12,11,6,NA,1.10.43,13,NA,NA,2016-034
7,9,CAREFREE LET GO,T059,M L Yeung,C S Shum,115,1054,7,4-1/4,7,7,7,NA,1.10.47,12,NA,NA,2016-034
8,12,KITAYA,S187,Y T Cheng,Y S Tsui,116,1067,5,4-3/4,2,3,8,NA,1.10.57,99,NA,NA,2016-034
9,1,FABULOUS NOVEMBER,N342,N Callan,R Gibson,133,1146,3,4-3/4,8,10,9,NA,1.10.58,99,NA,NA,2016-034
10,6,LOVELY DELOVELY,S022,S Clipperton,D Cruz,120,1030,12,6-1/4,5,4,10,NA,1.10.80,99,NA,NA,2016-034
11,3,OCEAN ROAR,N317,H N Wong,A Lee,119,1189,2,6-1/2,1,1,11,NA,1.10.86,99,NA,NA,2016-034
12,11,GOLDEN SUN,V187,H W Lai,A T Millard,116,1054,9,8-1/4,11,12,12,NA,1.11.11,78,NA,NA,2016-034
1,7,DRAGON MASTER,V099,Z Purton,C W Chang,123,1079,2,-,6,5,1,NA,0.55.92,2.9,NA,NA,2016-035
2,10,BEAUTY MASTER,V135,K C Leung,A S Cruz,118,1111,9,3/4,5,4,2,NA,0.56.03,3.9,NA,NA,2016-035
3,2,TIMELY ARRIVED,S431,H N Wong,Y S Tsui,121,1163,14,3,3,1,3,NA,0.56.40,11,NA,NA,2016-035
4,5,GRACE HEART,S399,C Y Ho,C Fownes,122,999,5,3-1/4,4,6,4,NA,0.56.44,72,NA,NA,2016-035
5,8,FLYING FORCE,V014,D Whyte,C H Yip,123,1076,7,3-1/2,7,7,5,NA,0.56.48,14,NA,NA,2016-035
6,4,OUR HERO,V278,O Doleuze,C S Shum,125,1249,6,4-1/2,8,9,6,NA,0.56.63,67,NA,NA,2016-035
7,1,DIAMOND DRAGON,V002,N Rawiller,K W Lui,133,1118,10,4-1/2,10,10,7,NA,0.56.64,7.5,NA,NA,2016-035
8,13,SPEEDY ACHIEVER,V021,M Chadwick,A T Millard,116,1196,11,5,14,11,8,NA,0.56.72,19,NA,NA,2016-035
9,12,WINFULL PATROL,P063,M L Yeung,R Gibson,117,1196,8,6-3/4,1,3,9,NA,0.57.00,26,NA,NA,2016-035
10,11,RED KYLIN,T052,K Teetan,P F Yiu,120,1110,1,8,9,8,10,NA,0.57.20,15,NA,NA,2016-035
11,14,LOOKS LIKE THE CAT,T238,C Schofield,C Fownes,115,1122,13,8-1/4,11,13,11,NA,0.57.25,9.6,NA,NA,2016-035
12,6,TRAVEL COMFORTS,T209,K K Chiong,A T Millard,117,1146,12,9,2,2,12,NA,0.57.35,49,NA,NA,2016-035
13,9,GOLDEN CHOPSTICKS,P120,H W Lai,A Lee,121,1186,4,9-1/4,13,12,13,NA,0.57.39,95,NA,NA,2016-035
14,3,BIG BANG BONG,V186,S Clipperton,J Size,127,1063,3,10-3/4,12,14,14,NA,0.57.64,95,NA,NA,2016-035
1,7,BEAUTY PRINCE,T411,Z Purton,J Moore,122,1270,5,-,9,7,6,1,1.21.57,4.8,NA,NA,2016-036
2,10,MOLLY'S JADE STAR,T216,C Schofield,P F Yiu,119,1193,12,N,1,3,3,2,1.21.61,7.5,NA,NA,2016-036
3,3,HEALTHY JOYFUL,S358,N Rawiller,C S Shum,129,1030,10,1/2,3,4,5,3,1.21.65,9.5,NA,NA,2016-036
4,4,VERBINSKY,V052,N Callan,A S Cruz,128,1073,3,2,6,5,4,4,1.21.90,2.7,NA,NA,2016-036
5,8,AMBITIOUS PINS,V265,D Whyte,R Gibson,121,1098,7,2-3/4,13,14,12,5,1.21.99,40,NA,NA,2016-036
6,13,NITRO EXPRESS,T353,K Teetan,D E Ferraris,116,1168,6,2-3/4,7,8,7,6,1.22.00,11,NA,NA,2016-036
7,11,METALLIC STAR,N309,K K Chiong,C H Yip,111,993,1,3-1/2,4,2,1,7,1.22.12,33,NA,NA,2016-036
8,9,RUBY COAST,T159,S Clipperton,K L Man,121,1050,2,5-1/2,12,11,10,8,1.22.45,93,NA,NA,2016-036
9,2,ENORMOUS HONOUR,T236,H N Wong,Y S Tsui,122,1121,11,5-1/2,8,9,9,9,1.22.47,21,NA,NA,2016-036
10,14,CHEERFUL BOY,V019,K C Leung,C S Shum,114,1084,14,7-3/4,2,1,2,10,1.22.82,14,NA,NA,2016-036
11,12,LUCKY SEVEN STARS,V263,M Chadwick,P F Yiu,116,1100,8,8,10,12,13,11,1.22.86,99,NA,NA,2016-036
12,6,SKY KING,V217,O Doleuze,C Fownes,124,1285,13,8-1/4,11,13,14,12,1.22.87,11,NA,NA,2016-036
13,1,JOYFUL PARK,S382,B Prebble,T P Yung,133,1216,4,8-3/4,14,10,11,13,1.22.97,26,NA,NA,2016-036
14,5,SILVERFIELD,S106,H W Lai,T K Ng,124,1059,9,19-1/4,5,6,8,14,1.24.66,99,NA,NA,2016-036
1,7,RACING SUPERNOVA,V128,Z Purton,W Y So,122,1128,1,-,11,8,1,NA,0.55.80,2.8,NA,NA,2016-037
2,14,ADVENTURER,V066,H N Wong,Y S Tsui,111,1098,13,N,1,1,2,NA,0.55.84,3.1,NA,NA,2016-037
3,1,BAD BOY,V251,S Clipperton,J Moore,131,1231,6,2-1/2,3,2,3,NA,0.56.19,6.5,NA,NA,2016-037
4,3,CHARITY JOY,P278,N Rawiller,C S Shum,127,1142,14,3-1/4,4,7,4,NA,0.56.32,14,NA,NA,2016-037
5,4,SECRET COMMAND,S275,K Teetan,A T Millard,125,1084,11,3-3/4,12,13,5,NA,0.56.39,32,NA,NA,2016-037
6,5,ARCHIPPUS,P361,M L Yeung,P O'Sullivan,122,1192,3,4,13,12,6,NA,0.56.42,29,NA,NA,2016-037
7,8,TRIUMPHANT JEWEL,P310,C Schofield,D Cruz,122,1101,5,4,7,11,7,NA,0.56.42,99,NA,NA,2016-037
8,6,DRAGON GENERAL,T400,D Whyte,Y S Tsui,123,1103,7,4-1/4,10,9,8,NA,0.56.46,10,NA,NA,2016-037
9,12,GO BABY GO,N033,K K Chiong,C H Yip,113,1097,2,5,6,5,9,NA,0.56.59,14,NA,NA,2016-037
10,2,COUNTRY MELODY,T011,B Prebble,J Size,131,1089,9,5,9,10,10,NA,0.56.59,39,NA,NA,2016-037
11,11,SMART DECLARATION,S436,H W Lai,D E Ferraris,121,1167,12,5,8,4,11,NA,0.56.61,85,NA,NA,2016-037
12,9,DISCIPLES TWELVE,P018,C Y Ho,C Fownes,119,1105,10,7-3/4,14,14,12,NA,0.57.03,55,NA,NA,2016-037
13,10,PERPETUAL TREASURE,S191,M Chadwick,T P Yung,121,1115,4,8-3/4,5,6,13,NA,0.57.20,99,NA,NA,2016-037
14,13,HELLA HEDGE,P355,K C Leung,K W Lui,118,1092,8,10,2,3,14,NA,0.57.40,99,NA,NA,2016-037
1,10,BO DUKE,S378,M Chadwick,P F Yiu,114,1087,10,-,1,1,1,1,1.50.56,77,1,NA,2016-039
2,5,AZTEC EMPIRE,T064,O Doleuze,W Y So,121,1127,5,1/2,2,3,3,2,1.50.66,53,2,NA,2016-039
3,3,SMART UNION,P268,N Rawiller,K W Lui,127,1116,2,1-3/4,5,5,5,5,1.50.83,7.1,3,NA,2016-039
4,8,BLAZING PASS,T108,D Whyte,A S Cruz,117,1066,1,2-1/4,7,7,8,9,1.50.92,8.2,4,NA,2016-039
5,4,AUTUMN GOLD,P044,N Callan,D E Ferraris,125,1018,9,2-1/4,8,8,9,7,1.50.93,8.4,5,NA,2016-039
6,9,GLORY STAR,T336,T H So,C S Shum,114,1102,6,4-1/2,3,2,2,3,1.51.27,3,6,NA,2016-039
7,2,PO CHING TREASURE,S388,B Prebble,P F Yiu,132,1067,4,4-3/4,4,4,4,4,1.51.34,4.8,7,NA,2016-039
8,1,GOLD DRAGON,S339,C Schofield,R Gibson,133,1102,7,5-1/4,6,6,6,6,1.51.40,7.8,8,NA,2016-039
9,6,WEALTHY FORTUNE,P324,K C Leung,K L Man,119,1014,8,6-1/4,10,10,7,8,1.51.58,13,9,NA,2016-039
10,7,MAC ROW,N252,M L Yeung,A Lee,118,1022,3,9,9,9,10,10,1.51.99,16,10,NA,2016-039
1,9,CHOICE EXCHEQUER,P088,C Schofield,C H Yip,121,1180,4,-,2,3,3,3,1.51.11,3.5,1,NA,2016-040
2,12,SWEET BEAN,S205,C Y Ho,C Fownes,113,1012,5,2-1/2,7,7,7,6,1.51.51,11,2,NA,2016-040
3,3,KERKENI,T053,Z Purton,R Gibson,132,1025,6,2-1/2,10,10,10,8,1.51.52,5.1,3,NA,2016-040
4,4,GLORY SUNSHINE,S313,H N Wong,W Y So,119,1101,8,4-3/4,1,1,1,1,1.51.87,13,4,NA,2016-040
5,8,WIN CHANCE,P415,M L Yeung,A Lee,120,1014,1,4-3/4,4,6,5,4,1.51.89,26,5,NA,2016-040
6,6,LOYAL CRAFTSMAN,S354,N Callan,D E Ferraris,123,1035,7,5-3/4,9,9,9,10,1.52.02,15,6,NA,2016-040
7,2,MALAYAN PEARL,N416,S Clipperton,D Cruz,133,1161,12,5-3/4,3,2,2,2,1.52.03,37,7,NA,2016-040
8,1,ISLAND FLYER,S423,O Bosson,P F Yiu,133,1091,3,6,8,8,8,7,1.52.06,3.7,8,NA,2016-040
9,11,DRAGON GLORY,P130,K C Leung,C W Chang,115,1105,2,12,5,4,4,5,1.53.01,37,9,NA,2016-040
10,10,HIGH SPEED METRO,P293,T H So,L Ho,118,1151,10,12-1/2,11,11,11,11,1.53.09,20,10,NA,2016-040
11,7,SPICY SIAM,N090,H W Lai,D E Ferraris,122,1088,9,13-3/4,12,12,12,12,1.53.32,39,11,NA,2016-040
12,5,MI SAVVY BOY,S381,K Teetan,A T Millard,126,1097,11,14-3/4,6,5,6,9,1.53.46,13,12,NA,2016-040
1,7,MASSIVE MILLENNIUM,T381,N Rawiller,D E Ferraris,123,1173,7,-,6,5,1,NA,1.10.39,6.7,NA,NA,2016-041
2,3,VICTORY MARVEL,T426,Z Purton,C Fownes,132,1186,5,SH,4,4,2,NA,1.10.42,1.8,NA,NA,2016-041
3,1,SUPREME FLIGHT,M199,K Teetan,A T Millard,133,1073,3,3/4,2,2,3,NA,1.10.53,11,NA,NA,2016-041
4,4,GLOBE TROTTER,T387,H N Wong,C S Shum,124,1103,6,2-1/4,3,3,4,NA,1.10.76,7.8,NA,NA,2016-041
5,11,ST YAZIN,N409,M Chadwick,T K Ng,115,1067,1,2-3/4,10,12,5,NA,1.10.83,17,NA,NA,2016-041
6,5,COUR VALANT,P190,N Callan,D Cruz,129,1040,11,2-3/4,8,7,6,NA,1.10.85,25,NA,NA,2016-041
7,2,THE FULL BLOOM,V243,T H So,C H Yip,130,1032,8,3-3/4,9,10,7,NA,1.10.97,31,NA,NA,2016-041
8,9,HASTA LA VISTA,T350,D Whyte,J Size,121,999,9,3-3/4,7,9,8,NA,1.10.98,28,NA,NA,2016-041
9,12,WORLD CITY,S019,K C Leung,T P Yung,115,1261,12,5-1/2,11,8,9,NA,1.11.25,49,NA,NA,2016-041
10,8,EVEREST,V296,B Prebble,W Y So,121,1118,2,5-1/2,12,11,10,NA,1.11.27,45,NA,NA,2016-041
11,10,PROMPT EXPRESS,T168,H W Lai,P F Yiu,117,1163,4,8-3/4,1,1,11,NA,1.11.80,13,NA,NA,2016-041
12,6,GOLDEN GLORY,T076,M L Yeung,A Lee,124,1058,10,9-1/4,5,6,12,NA,1.11.87,35,NA,NA,2016-041
1,1,GOOD CHOICE,P423,Z Purton,C H Yip,131,1006,8,-,9,9,7,1,1.41.54,4.2,NA,NA,2016-042
2,7,BORN TO RACE,T383,C Y Ho,C Fownes,123,1112,9,NOSE,5,2,2,2,1.41.54,12,NA,NA,2016-042
3,6,PEARL FURU,T431,N Rawiller,P O'Sullivan,126,1169,3,3/4,7,7,8,3,1.41.66,12,NA,NA,2016-042
4,5,KING BOUNTIFUL,T105,K Teetan,J Size,126,1111,7,1,12,11,11,4,1.41.69,25,NA,NA,2016-042
5,9,SUPER SWEET ORANGE,V058,K C Leung,D E Ferraris,120,1220,2,1-1/4,3,4,3,5,1.41.73,2.8,NA,NA,2016-042
6,12,MR KOOL,T335,M Chadwick,A S Cruz,120,1058,6,1-1/4,4,5,6,6,1.41.75,8.5,NA,NA,2016-042
7,2,SPARKLING SWORD,P256,H W Lai,K W Lui,129,1163,11,1-3/4,1,1,1,7,1.41.83,55,NA,NA,2016-042
8,8,RED PEONY,T014,S Clipperton,Y S Tsui,123,1102,1,2-1/4,6,6,5,8,1.41.89,9.9,NA,NA,2016-042
9,4,ENTRUSTING,S306,B Prebble,T P Yung,128,1071,4,2-1/2,11,12,10,9,1.41.95,13,NA,NA,2016-042
10,3,CIRCUIT FORTUNE,P357,M L Yeung,A Lee,126,1056,12,6-1/4,2,3,4,10,1.42.54,43,NA,NA,2016-042
11,10,CASA MASTER,T160,T H So,C S Shum,118,1172,5,7,10,10,9,11,1.42.66,14,NA,NA,2016-042
12,11,HARBOUR VICTORY,T016,Y T Cheng,W Y So,120,1144,10,28-3/4,8,8,12,12,1.46.15,96,NA,NA,2016-042
1,5,WONDERFUL JOURNEY,T402,N Rawiller,P F Yiu,129,1120,12,-,4,4,1,NA,1.11.03,4.8,NA,NA,2016-043
2,1,GRAND HARBOUR,P421,K C Leung,C W Chang,131,1167,1,1-3/4,1,1,2,NA,1.11.32,10,NA,NA,2016-043
3,9,ROBUST MOMENTUM,P422,O Doleuze,C Fownes,119,1194,6,2,7,6,3,NA,1.11.36,8.9,NA,NA,2016-043
4,11,WINNING TALENT,S256,H W Lai,D E Ferraris,116,1031,9,2-3/4,11,10,4,NA,1.11.46,7.5,NA,NA,2016-043
5,3,ARM RUNDA,V248,B Prebble,J Size,131,1204,2,2-3/4,3,3,5,NA,1.11.48,4.8,NA,NA,2016-043
6,2,BUDDY BUNDY,T157,N Callan,D Cruz,132,1171,11,3-1/4,2,2,6,NA,1.11.56,40,NA,NA,2016-043
7,7,FOREVER ACCURATE,S301,Z Purton,C H Yip,123,1119,10,3-3/4,12,11,7,NA,1.11.62,10,NA,NA,2016-043
8,6,HAYMAKER,T054,M L Yeung,K W Lui,122,1086,4,4-3/4,6,5,8,NA,1.11.79,21,NA,NA,2016-043
9,12,YOURTHEWONFORME,T258,T H So,T K Ng,111,1132,3,4-3/4,5,7,9,NA,1.11.80,11,NA,NA,2016-043
10,4,HAPPY GAINS,V252,C Y Ho,K L Man,127,1101,7,5,9,9,10,NA,1.11.85,80,NA,NA,2016-043
11,8,EMPEROR VICTORY,T340,D Whyte,Y S Tsui,121,1088,8,5-1/4,8,8,11,NA,1.11.86,6.9,NA,NA,2016-043
12,10,OUR HONOUR,S324,C Schofield,W Y So,117,1119,5,8-3/4,10,12,12,NA,1.12.44,25,NA,NA,2016-043
WX,NA,SIR JOHN,P344,---,W Y So,119,1144,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-043
1,4,FLYING TOURBILLON,T051,M L Yeung,P F Yiu,124,1131,4,-,5,3,1,NA,1.10.17,6.2,NA,NA,2016-044
2,10,THOR THE GREATEST,P396,S Clipperton,T P Yung,117,1166,3,2-3/4,1,1,2,NA,1.10.62,16,NA,NA,2016-044
3,1,HAPPY SURVEYS,T248,O Doleuze,J Size,133,1166,11,3-1/4,11,10,3,NA,1.10.67,23,NA,NA,2016-044
4,12,I'M A WITNESS,T405,M Chadwick,A S Cruz,114,1086,6,3-3/4,2,2,4,NA,1.10.76,4.8,NA,NA,2016-044
5,11,HARBOUR NOVA,T432,C Schofield,P O'Sullivan,115,1175,5,3-3/4,3,5,5,NA,1.10.77,6.8,NA,NA,2016-044
6,2,SUPER TURBO,V310,C Y Ho,D J Hall,128,1034,2,4-1/4,9,9,6,NA,1.10.84,3.8,NA,NA,2016-044
7,3,FANTASTIC FEELING,T273,D Whyte,D E Ferraris,128,1179,10,4-1/4,6,7,7,NA,1.10.85,20,NA,NA,2016-044
8,8,HROVAT,V299,Z Purton,C Fownes,121,1036,7,4-3/4,8,6,8,NA,1.10.93,45,NA,NA,2016-044
9,6,CHOICE TREASURE,N436,K C Ng,C H Yip,116,1124,12,6-3/4,12,12,9,NA,1.11.24,48,NA,NA,2016-044
10,7,ELITE SPIRIT,S200,N Callan,W Y So,121,1151,9,6-3/4,10,11,10,NA,1.11.26,99,NA,NA,2016-044
11,5,PRESIDENTPARAMOUNT,S420,N Rawiller,C S Shum,124,1170,8,6-3/4,4,4,11,NA,1.11.27,8.2,NA,NA,2016-044
12,9,EXCEL ONESELF,P287,Y T Cheng,Y S Tsui,119,1137,1,8-1/4,7,8,12,NA,1.11.50,8.7,NA,NA,2016-044
1,1,CAGA FORCE,S160,N Rawiller,C S Shum,133,1047,10,-,3,3,1,NA,1.10.73,14,NA,NA,2016-045
2,8,COURAGEOUS BROTHER,T397,K Teetan,K L Man,121,1075,7,3/4,12,11,2,NA,1.10.86,15,NA,NA,2016-045
3,3,HAPPY BAO BEI,S172,B Prebble,Y S Tsui,127,1157,2,1,4,4,3,NA,1.10.89,2.7,NA,NA,2016-045
4,4,GREAT CHARM,P111,H N Wong,R Gibson,117,1212,8,1-3/4,6,6,4,NA,1.11.02,8.7,NA,NA,2016-045
5,7,NUMERO UNO,S044,O Bosson,T P Yung,123,1181,9,2,8,8,5,NA,1.11.05,17,NA,NA,2016-045
6,10,FISH N' CHIPS,T099,M L Yeung,A Lee,115,1110,1,2-3/4,5,5,6,NA,1.11.17,12,NA,NA,2016-045
7,9,VARA PEARL,S138,C Schofield,A T Millard,120,1039,6,4,11,12,7,NA,1.11.37,44,NA,NA,2016-045
8,5,PEARL WARM WARM,T183,K C Leung,P O'Sullivan,116,1101,5,4-1/4,9,10,8,NA,1.11.42,15,NA,NA,2016-045
9,6,MR RIGHT,T334,T H So,L Ho,121,1216,11,5,1,1,9,NA,1.11.52,73,NA,NA,2016-045
10,2,BLAZE STAMINA,V070,N Callan,A S Cruz,130,1079,3,5-1/2,7,7,10,NA,1.11.62,3.1,NA,NA,2016-045
11,11,DIGITAL PIONEER,V177,C Y Ho,D J Hall,114,1081,4,6-1/4,10,9,11,NA,1.11.74,81,NA,NA,2016-045
12,12,TOP BONUS,T132,M Chadwick,D Cruz,116,1160,12,7-3/4,2,2,12,NA,1.11.98,34,NA,NA,2016-045
WV,NA,APACHE SPIRIT,T095,Z Purton,C Fownes,123,1076,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-045
1,7,INVENTOR,T379,N Rawiller,C S Shum,124,1002,6,-,8,8,7,1,1.40.15,4.1,NA,NA,2016-046
2,10,CHATER LEGEND,T151,D Whyte,D E Ferraris,123,1039,12,1/2,10,10,9,2,1.40.25,30,NA,NA,2016-046
3,12,SUPER FLUKE,T382,K C Leung,D Cruz,116,1120,3,1/2,1,1,1,3,1.40.25,4.1,NA,NA,2016-046
4,8,LITTLE ISLAND,T390,N Callan,K L Man,124,1007,1,1-1/2,7,7,4,4,1.40.39,13,NA,NA,2016-046
5,11,LUCKY HAMMER,P417,Y T Cheng,Y S Tsui,118,1089,2,2,4,4,2,5,1.40.47,36,NA,NA,2016-046
6,3,CLASSIC EMPEROR,T193,T H So,W Y So,124,1116,5,2-1/4,2,3,3,6,1.40.51,8.1,NA,NA,2016-046
7,2,INDUSTRIALIST WAY,S023,C Schofield,C H Yip,127,1200,11,2-3/4,9,9,10,7,1.40.60,33,NA,NA,2016-046
8,1,SHARP SAILOR,V188,B Prebble,C S Shum,128,1002,9,3-1/4,11,11,11,8,1.40.65,21,NA,NA,2016-046
9,6,BEAUTY KINGDOM,T189,Z Purton,A S Cruz,124,1088,4,3-1/4,5,5,6,9,1.40.68,3.2,NA,NA,2016-046
10,5,RAZOR QUEST,S146,M Chadwick,C W Chang,125,1058,10,4,12,12,12,10,1.40.79,85,NA,NA,2016-046
11,9,RED MARVEL,T417,M L Yeung,J Size,122,1064,8,12-1/2,6,6,8,11,1.42.14,28,NA,NA,2016-046
12,4,RICKFIELD,V046,K Teetan,A T Millard,126,1050,7,20-1/2,3,2,5,12,1.43.41,28,NA,NA,2016-046
1,6,SEA WARRIOR,P411,N Rawiller,W Y So,130,1095,4,-,6,7,1,NA,1.10.04,8.8,NA,NA,2016-047
2,5,FORZA AVANTI,V090,J Moreira,Y S Tsui,130,1092,6,1-1/4,5,3,2,NA,1.10.21,2.2,NA,NA,2016-047
3,7,MANHATTAN STRIKER,V141,O Doleuze,C Fownes,129,1103,8,1-3/4,10,10,3,NA,1.10.29,8.8,NA,NA,2016-047
